.Name,.Symbol,AverageDailyVolume,BookValue,DaysRange,DaysVolume,DividendYield,EBITDA,EPS,EPSYearGrowthEstimate,MarketCapitalization,OneyrTargetChange,PEGRatio,PERatio,PercentChangeAfterHours,PercentChangeFromTwoHundreddayMovingAverage,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PriceSales,Sector-Consumer Discretionary,Sector-Consumer Staples,Sector-Energy,Sector-Financials,Sector-Health Care,Sector-Industrials,Sector-Information Technology,Sector-Materials,Sector-Real Estate,Sector-Telecommunication Services,Sector-Utilities,ShortRatio,TwoHundreddayMovingAverage
NiSource Inc Common Stock,NI,2983920,12.60,0.012489592006661146,3760935,2.94,1360000000,1.02,0.06034482758620685,7830000000,0.02789342214820989,2.56,23.71,0.0,0.0677,1.91,20.87,19.68,1.73,0,0,0,0,0,0,0,0,0,0,1,1.41,22.67
"Nike, Inc. Common Stock",NKE,9204120,7.70,0.011024182076813736,5651118,1.30,5300000000,2.40,0.0708333333333333,92620000000,0.1088193456614508,1.96,23.41,-0.003911806543385521,0.050300000000000004,7.30,23.38,21.83,2.74,1,0,0,0,0,0,0,0,0,0,0,4.06,53.42
Nielsen N.V. Ordinary Shares,NLSN,2732900,11.48,0.0075169738118330545,2400178,3.02,1620000000,1.39,0.10074626865671643,14740000000,0.16537342386032972,2.04,29.65,-0.005577109602327934,-0.0664,3.59,15.38,13.97,2.34,0,0,0,0,0,1,0,0,0,0,0,3.62,44.15
Northrop Grumman Corporation Co,NOC,936489,30.04,0.009707939119703883,894274,1.50,3650000000,12.19,0.1238416175231678,42460000000,0.06153846153846154,2.69,19.95,-0.0018922254216372503,0.0332,8.09,20.49,18.23,1.73,0,0,0,0,0,1,0,0,0,0,0,2.02,235.36
Norfolk Southern Corporation Co,NSC,2145200,42.73,0.017316017316017385,1899999,2.19,4099999999,5.62,0.1147011308562198,32790000000,0.0804841417086315,1.53,20.07,-0.008216273522395956,0.0332,2.65,18.23,16.36,3.33,0,0,0,0,0,1,0,0,0,0,0,2.44,109.22
"NetApp, Inc.",NTAP,3057470,9.94,0.011812013068610353,1512981,1.92,768000000,1.10,0.13703703703703685,10760000000,0.07464186981653675,0.97,36.28,-0.004272430258859039,0.060700000000000004,4.00,14.71,12.94,1.99,0,0,0,0,0,0,1,0,0,0,0,2.85,37.46
Northern Trust Corporation,NTRS,1094440,38.88,0.013422818791946269,762372,1.79,0.00,4.32,0.13375796178343946,19620000000,0.06317981948622986,1.52,19.85,-0.00809997685720898,0.0282,2.22,18.21,16.06,3.96,0,0,0,1,0,0,0,0,0,0,0,2.28,83.41
Nucor Corporation Common Stock,NUE,3021560,24.72,0.02167453242440124,2183647,2.65,2150000000,2.48,0.0661577608142494,18280000000,0.19262366719105062,0.59,23.10,-0.010312882363223252,-0.0195,2.31,14.59,13.68,1.13,0,0,0,0,0,0,0,1,0,0,0,2.47,58.47
NVIDIA Corporation,NVDA,15900000,9.85,0.01955053915146641,9252944,0.59,2130000000,2.57,0.17361111111111116,58480000000,0.14602438778595173,2.84,38.63,-0.005845006550438403,0.0417,10.07,34.48,29.38,8.46,0,0,0,0,0,0,1,0,0,0,0,1.41,95.31
Newell Brands Inc. Common Stock,NWL,3927150,23.52,0.007746933505487552,2152718,1.65,2390000000,1.25,0.14098360655737707,22320000000,0.2328383903593716,1.44,37.08,-0.003443081557994332,-0.0327,1.98,15.17,13.30,1.69,1,0,0,0,0,0,0,0,0,0,0,5.22,47.84
Realty Income Corporation Commo,O,1954080,24.49,0.008089305937550558,1437066,4.12,997640000,1.13,0.056451612903225756,16140000000,0.009221808768807627,6.35,54.92,-0.0019414334250121845,0.051,2.52,50.05,47.37,14.57,0,0,0,0,0,0,0,0,1,0,0,7.12,59.05
"ONEOK, Inc. Common Stock",OKE,2937820,0.90,0.01874655394229008,2564195,4.44,1670000000,1.66,0.1842105263157896,11550000000,0.027752251424370655,1.57,33.02,0.0,0.0182,60.73,28.85,24.36,1.29,0,0,1,0,0,0,0,0,0,0,0,7.77,53.84
Omnicom Group Inc. Common Stock,OMC,1631270,9.21,0.02669142392944177,4970914,2.60,2300000000,4.78,0.07889546351084809,19580000000,-0.0070790298247649375,2.15,17.47,-0.016595102703957365,-0.0134,9.35,16.47,15.27,1.31,1,0,0,0,0,0,0,0,0,0,0,10.47,84.64
Oracle Corporation Common Stock,ORCL,13383800,12.30,0.009934522465567797,10446944,1.45,14540000000,2.11,0.07604562737642584,183190000000,0.09392639421991422,1.91,21.06,-0.001806276811921359,0.0943,3.60,16.93,15.73,4.87,0,0,0,0,0,0,1,0,0,0,0,3.16,40.68
"O'Reilly Automotive, Inc.",ORLY,989502,17.52,0.01972829297105726,794967,0,1920000000,10.73,0.13177041228779318,23470000000,0.2283914156329987,1.37,23.86,-0.007875566056310346,-0.0552,14.49,20.70,18.29,2.71,1,0,0,0,0,0,0,0,0,0,0,6.58,271.03
"Paychex, Inc.",PAYX,1936360,5.28,0.008611780916293488,1420447,3.18,1340000000,2.20,0.0717488789237668,20920000000,0.019807096107474997,3.08,26.46,-0.005167068549776221,-0.015,11.00,26.11,24.36,6.71,0,0,0,0,0,0,1,0,0,0,0,7.95,59.11
"People's United Financial, Inc.",PBCT,3586500,15.85,0.01940639269406392,3292408,3.93,0.00,0.92,0.1578947368421053,5360000000,0.05936073059360725,9.10,18.91,-0.006849315068493178,-0.048499999999999995,1.11,18.27,15.78,4.24,0,0,0,1,0,0,0,0,0,0,0,12.03,18.24
PACCAR Inc.,PCAR,1933370,19.33,0.01484542393633301,2442489,1.49,2430000000,1.48,0.1412742382271468,22530000000,0.05999387817569635,2.95,43.38,-0.016528925619834656,0.0002,3.38,17.78,15.58,1.35,0,0,0,0,0,1,0,0,0,0,0,4.97,64.19
Pacific Gas & Electric Co. Comm,PCG,2023390,35.39,0.008150563129816199,1493013,2.92,5160000000,2.78,0.043715846994535346,34290000000,0.009039715471250709,4.90,24.29,0.00029638411381149865,0.085,1.91,18.45,17.68,1.94,0,0,0,0,0,0,0,0,0,0,1,2.48,62.24
The Priceline Group Inc.,PCLN,402426,199.64,0.008810522927126758,287207,0,4150000000,42.65,0.1654347533933611,86700000000,0.07259080203997503,1.36,41.34,-0.0011408497636408166,0.113,8.87,23.70,20.33,8.10,1,0,0,0,0,0,0,0,0,0,0,3.17,1584.26
"Patterson Companies, Inc.",PDCO,948790,14.63,0.014129443938012702,409544,2.39,424750000,1.82,0.04347826086956519,4139999999,-0.02096627164995446,2.62,23.98,-0.005925250683682881,0.008199999999999999,3.00,19.00,18.21,0.74,0,0,0,0,1,0,0,0,0,0,0,8.85,43.35
Public Service Enterprise Group,PEG,2808260,26.01,0.012478108581436083,4108887,3.88,3370000000,1.75,0.020689655172413834,22950000000,0.023423817863397645,12.90,25.91,-0.004159369527145351,0.0524,1.76,15.63,15.32,2.55,0,0,0,0,0,0,0,0,0,0,1,2.85,43.08
"Pepsico, Inc. Common Stock",PEP,4020890,7.88,0.010677726791387168,4574200,2.67,12110000000,4.36,0.08203125,163100000000,0.04871161313095662,3.42,26.22,0.0010589481115426125,0.0729,14.39,22.28,20.67,2.58,0,1,0,0,0,0,0,0,0,0,0,1.59,106.51
"Pfizer, Inc. Common Stock",PFE,24020700,9.81,0.006470588235294293,21151211,3.78,19810000000,1.17,0.09019607843137245,201410000000,0.12235294117647055,2.09,28.85,-0.007058823529411784,0.031400000000000004,3.47,13.27,12.17,3.83,0,0,0,0,1,0,0,0,0,0,0,3.45,32.81
Principal Financial Group Inc C,PFG,1214990,35.55,0.009899409228804047,832435,2.93,1950000000,4.50,0.07942973523421593,17940000000,-0.0033530257065303992,1.56,13.86,-0.009420405556442635,0.060700000000000004,1.76,12.71,11.77,1.45,0,0,0,1,0,0,0,0,0,0,0,4.18,58.82
Procter & Gamble Company (The),PG,9070610,20.35,0.008739904856731852,7087668,3.06,17770000000,5.46,0.07552083333333326,232130000000,0.0202456023896449,3.17,16.64,0.00011063170704739278,0.0416,4.44,23.65,21.99,3.54,0,1,0,0,0,0,0,0,0,0,0,4.40,87.17
Progressive Corporation (The) C,PGR,3021620,13.72,0.025025278058645146,7093941,1.73,1810000000,1.76,0.08810572687224671,22660000000,0.023761375126390316,2.00,22.16,-0.009100101112234582,0.0868,2.88,17.19,15.79,0.98,0,0,0,1,0,0,0,0,0,0,0,1.64,35.89
Parker-Hannifin Corporation Com,PH,1081950,33.97,0.013485743642435287,1155611,1.72,1600000000,6.48,0.1161548731642188,20760000000,0.06903416388389427,1.89,24.03,-0.007513485743642301,0.08449999999999999,4.58,20.80,18.59,1.85,0,0,0,0,0,1,0,0,0,0,0,3.40,143.62
"PulteGroup, Inc. Common Stock",PHM,5571810,14.60,0.019908751555371234,4387383,1.52,1030000000,1.75,0.2017937219730943,7690000000,0.017834923268353453,0.59,13.84,-0.002903359601824973,0.18059999999999998,1.65,10.85,9.03,1.00,1,0,0,0,0,0,0,0,0,0,0,4.17,20.50
"PerkinElmer, Inc. Common Stock",PKI,663047,19.65,0.013326410522672135,528300,0.49,405940000,2.13,0.12014134275618371,6320000000,-0.014710972654897958,2.51,27.05,-0.003980616130148884,0.0724,2.94,20.35,18.17,3.00,0,0,0,0,1,0,0,0,0,0,0,5.62,53.71
"ProLogis, Inc. Common Stock",PLD,2956590,28.21,0.02623959464350349,4335652,3.23,1810000000,2.27,-5.592592592592593,28880000000,-0.7202316322837495,-2.09,24.05,0.004343105320304019,0.0677,1.96,47.44,44.00,10.68,0,0,0,0,0,0,0,0,1,0,0,2.37,51.10
"PNC Financial Services Group, I",PNC,2546430,94.34,0.022464318891985566,2916001,1.90,0.00,7.58,0.11524163568773238,56460000000,0.08690144413478595,1.68,15.35,-0.00844523266615993,0.0252,1.26,14.43,12.93,3.83,0,0,0,1,0,0,0,0,0,0,0,2.59,113.55
Pentair plc. Ordinary Share,PNR,1187880,23.41,0.01058284631179911,896795,2.22,919500000,2.86,0.10662824207492783,11440000000,-0.0009477175801611004,1.91,22.04,-0.008529458221450015,0.065,2.70,18.14,16.39,2.35,0,0,0,0,0,1,0,0,0,0,0,3.82,59.10
Pinnacle West Capital Corporati,PNW,626100,43.15,0.006414742243993436,917664,3.07,1420000000,3.95,0.054117647058823604,9600000000,-0.058432470258922176,3.23,21.82,0.0008164217401447349,0.1045,1.99,20.28,19.24,2.73,0,0,0,0,0,0,0,0,0,0,1,3.89,78.03
"PPG Industries, Inc. Common Sto",PPG,1791790,18.75,0.010057880254293598,1148585,1.53,2560000000,3.28,0.10593900481540919,26930000000,0.06461713635069732,1.82,31.92,-0.004934054464370341,0.0592,5.62,16.81,15.20,1.84,0,0,0,0,0,0,0,1,0,0,0,1.23,98.88
PPL Corporation Common Stock,PPL,3195510,14.56,0.010809385710519289,4097874,4.20,4050000000,2.79,0.07407407407407396,25930000000,-0.01581861323490641,7.13,13.66,-0.0013182177695754138,0.09230000000000001,2.60,17.64,16.42,3.43,0,0,0,0,0,0,0,0,0,0,1,3.52,34.88
"Prudential Financial, Inc. Comm",PRU,1928000,106.76,0.01380632790028761,2306797,2.91,7500000000,9.71,0.06309751434034405,44540000000,0.09578139980824552,1.10,10.67,-0.008149568552253017,0.0192,0.98,9.90,9.31,0.74,0,0,0,1,0,0,0,0,0,0,0,2.98,101.61
Public Storage Common Stock,PSA,715089,29.11,0.01686924174921063,604326,3.54,1860000000,6.81,0.06818181818181812,40140000000,-0.04667156883948265,1.78,33.95,-0.004801245728621395,0.061799999999999994,7.94,30.91,28.93,15.34,0,0,0,0,0,0,0,0,1,0,0,6.47,217.73
Phillips 66 Common Stock,PSX,2527990,43.16,0.017530190884300665,2326290,3.29,2240000000,2.92,0.5388349514563107,39320000000,0.15829113102194525,1.31,25.97,-0.003376184911050628,-0.0683,1.78,18.43,12.05,0.56,0,0,1,0,0,0,0,0,0,0,0,3.84,81.49
PVH Corp. Common Stock,PVH,1193800,61.16,0.01570942565539317,886530,0.15,1080000000,6.79,0.1001353179972937,7780000000,0.1319791875125076,1.95,14.66,-0.004202521512907786,0.0040999999999999995,1.63,13.47,12.24,0.95,1,0,0,0,0,0,0,0,0,0,0,1.67,99.11
"Quanta Services, Inc. Common St",PWR,1677990,22.08,0.016346429595640963,1066108,0,544200000,1.26,0.17948717948717952,5280000000,0.18124462288500154,0.74,27.77,-0.006882707198164417,0.027200000000000002,1.58,17.92,15.19,0.69,0,0,0,0,0,1,0,0,0,0,0,3.36,34.02
"Praxair, Inc. Common Stock",PX,1413790,17.62,0.009318085556967339,1498319,2.68,3440000000,5.21,0.13893967093235848,33729999999,-0.9864464210080475,3.19,22.71,0.0,0.0006,6.70,20.65,18.99,3.19,0,0,0,0,0,0,0,1,0,0,0,3.33,118.25
"PayPal Holdings, Inc.",PYPL,6398360,12.19,0.007888631090487317,3711648,0,2100000000,1.15,0.18604651162790709,52030000000,0.0974477958236657,1.49,37.47,0.002320185614849146,0.047,3.54,25.05,21.12,4.80,0,0,0,0,0,0,1,0,0,0,0,6.05,41.16
QUALCOMM Incorporated,QCOM,13253700,21.12,0.011155227831348011,11261630,4.32,8550000000,3.28,0.028017241379310276,77800000000,0.22404991491775372,1.08,16.06,-0.00264700321421818,-0.1525,2.50,11.35,11.04,3.29,0,0,0,0,0,0,1,0,0,0,0,1.62,62.14
"Ryder System, Inc. Common Stock",R,634730,38.39,0.010398613518197588,298475,2.39,1810000000,4.90,0.13957934990439758,4000000000,-0.9948006932409013,0.94,15.25,-0.005865884548726941,0.0015,1.95,14.30,12.55,0.59,0,0,0,0,0,1,0,0,0,0,0,0.85,74.67
Reynolds American Inc Common St,RAI,7109800,15.23,0.005450864351347165,4204541,3.19,6030000000,4.25,0.10465116279069764,91320000000,-0.0747547111041893,2.48,15.07,-0.0009344338888022108,0.1235,4.22,24.82,22.47,7.32,0,1,0,0,0,0,0,0,0,0,0,2.23,57.00
Royal Caribbean Cruises Ltd. Co,RCL,1588610,42.51,0.013967062747550588,919843,2.03,2380000000,5.93,0.13881019830028318,20520000000,0.11465499270377322,0.92,16.11,-0.0023973316656243915,0.1012,2.26,13.53,11.88,2.43,1,0,0,0,0,0,0,0,0,0,0,2.54,86.77
Regency Centers Corporation Com,REG,1651390,21.76,0.011941618752764298,641655,3.01,404280000,1.42,1.046875,7110000000,0.0983340704702933,9.56,48.11,0.0002948547840189164,-0.0087,3.12,106.73,52.15,10.94,0,0,0,0,0,0,0,0,1,0,0,1.26,68.91
"Regeneron Pharmaceuticals, Inc.",REGN,893962,42.19,0.030338733431517047,520307,0,1440000000,7.70,0.18900077459333842,38610000000,0.11508903467666354,1.57,47.55,-0.006453340473958957,-0.0255,8.85,28.35,23.85,8.10,0,0,0,0,1,0,0,0,0,0,0,2.82,375.62
Regions Financial Corporation C,RF,15946300,13.05,0.05646890636168686,39772680,1.90,0.00,0.87,0.16326530612244894,16079999999,0.10864903502501777,1.61,15.26,-0.027877055039313814,-0.0189,1.07,13.61,11.70,3.16,0,0,0,1,0,0,0,0,0,0,0,1.86,13.60
Robert Half International Inc.,RHI,1241540,8.50,0.020330652368185806,1586396,2.16,617540000,2.67,0.07089552238805963,5740000000,0.06680071492403927,2.02,16.82,-0.007149240393208189,-0.0139,5.26,16.76,15.65,1.09,0,0,0,0,0,1,0,0,0,0,0,2.78,45.54
"Red Hat, Inc. Common Stock",RHT,1892000,7.01,0.017987698735058573,1401931,0,417520000,1.39,0.16730038022813676,15420000000,0.09272368573749556,1.99,62.40,-0.004874086108854647,0.1001,12.28,32.98,28.25,6.35,0,0,0,0,0,0,1,0,0,0,0,4.11,78.85
"Raymond James Financial, Inc. C",RJF,1089040,35.75,0.024416711882799744,648363,1.21,0.00,3.94,0.12314225053078554,10380000000,0.1620998372219209,1.10,18.56,-0.008952794357026561,0.022799999999999997,2.06,15.51,13.58,1.87,0,0,0,1,0,0,0,0,0,0,0,2.42,71.44
Ralph Lauren Corporation Common,RL,1752790,43.92,0.007750000000000057,432272,2.53,1010000000,1.75,-0.06607142857142845,6540000000,-0.024249999999999994,5.05,45.47,-0.006000000000000005,-0.129,1.82,14.20,15.21,0.95,1,0,0,0,0,0,0,0,0,0,0,3.41,91.31
"Rockwell Automation, Inc. Commo",ROK,1085070,15.94,0.01136061652936492,842820,2.05,1190000000,5.81,0.09235668789808926,19230000000,-0.009234653202232379,3.00,25.75,-0.007440871644964209,0.0719,9.44,23.81,21.80,3.26,0,0,0,0,0,1,0,0,0,0,0,4.14,139.51
"Roper Technologies, Inc. Common",ROP,520444,56.94,0.00530273814114922,357529,0.68,1300000000,6.43,0.09790979097909802,21100000000,0.09559390667180878,1.53,32.21,-0.0038083301195526165,0.0834,3.64,22.79,20.76,5.58,0,0,0,0,0,1,0,0,0,0,0,5.86,191.20
"Ross Stores, Inc.",ROST,2354360,7.01,0.006953223767383023,1756518,1.01,2109999999,2.83,0.09206349206349218,24850000000,0.15360303413400755,1.82,22.41,0.0006321112515803584,-0.0381,9.02,20.13,18.43,1.93,1,0,0,0,0,0,0,0,0,0,0,2.34,65.92
"Republic Services, Inc. Common",RSG,1272970,22.66,0.006213159152461375,743817,2.06,2650000000,1.78,0.10169491525423746,21320000000,-0.014019436036323163,2.53,35.31,-0.0033455472359407157,0.1011,2.77,26.64,24.18,2.27,0,0,0,0,0,1,0,0,0,0,0,4.00,57.09
Raytheon Company Common Stock,RTN,1666660,34.38,0.008026624902114263,1325021,2.10,3690000000,7.44,0.12162162162162171,44770000000,0.1039545810493343,2.17,20.54,-0.0022187418428608607,0.0421,4.46,20.66,18.42,1.86,0,0,0,0,0,1,0,0,0,0,0,2.09,146.69
Starbucks Corporation,SBUX,9841050,3.98,0.015323691460054984,5449699,1.56,4950000000,1.95,0.15023474178403773,85040000000,0.10519972451790638,1.73,29.92,-0.0008608815426996985,0.0397,14.60,27.39,23.82,3.91,1,0,0,0,0,0,0,0,0,0,0,1.49,56.12
SCANA Corporation Common Stock,SCG,1105050,40.06,0.010708898944192968,800059,3.72,1600000000,4.16,0.05882352941176472,9530000000,0.07420814479638005,2.64,16.03,0.0003016591251885359,-0.045599999999999995,1.65,15.69,14.82,2.24,0,0,0,0,0,0,0,0,0,0,1,4.82,69.88
Charles Schwab Corporation (The,SCHW,8075500,10.23,0.03644467750393289,15029082,0.85,0.00,1.31,0.21875,50610000000,0.20608285264813841,1.18,28.94,-0.001048767697954922,-0.0163,3.73,23.69,19.44,6.82,0,0,0,1,0,0,0,0,0,0,0,2.67,38.54
Sealed Air Corporation Common S,SEE,2057020,3.15,0.013781826676010358,1205079,1.51,1040000000,2.46,0.11439114391143912,8310000000,0.18944171922448017,1.94,17.46,-0.0070077084793274125,-0.0698,13.59,15.85,14.23,1.22,0,0,0,0,0,0,0,1,0,0,0,1.45,46.18
Sherwin-Williams Company (The),SHW,651650,20.30,0.006112272800386147,431753,1.10,1980000000,11.99,0.11086797957695116,28780000000,0.04918771111468545,2.12,25.94,-0.003377834968634419,0.0888,15.31,22.69,20.42,2.43,0,0,0,0,0,0,0,1,0,0,0,2.23,285.70
Signet Jewelers Limited Common,SIG,1694490,36.46,0.023909145248057297,897102,1.86,670600000,7.08,0.07692307692307687,4500000000,0.29139270771069925,1.86,9.30,-0.0014943215780036656,-0.1784,1.84,9.21,8.55,0.71,1,0,0,0,0,0,0,0,0,0,0,3.00,80.16
J.M. Smucker Company (The) New,SJM,1283210,62.19,0.014061401453011574,1010155,2.29,1660000000,5.74,0.041830065359476976,14920000000,0.08358721974845729,3.19,22.30,-7.811889696107688e-05,-0.033,2.06,16.75,16.07,2.01,0,1,0,0,0,0,0,0,0,0,0,3.02,132.48
SL Green Realty Corporation Com,SLG,579502,70.63,0.016677298824387114,401282,2.87,982590000,2.34,0.2517482517482519,10920000000,0.10006379294632262,1.64,46.46,-0.004465506242595563,0.0155,1.55,75.93,60.66,6.19,0,0,0,0,0,0,0,0,1,0,0,0.00,106.93
Snap-On Incorporated Common Sto,SNA,507776,45.16,0.022689743746559892,808575,1.76,926700000,9.20,0.09552238805970137,9470000000,0.1952174178949302,1.07,17.75,-0.005381933826677288,-0.0225,3.62,16.25,14.83,2.55,1,0,0,0,0,0,0,0,0,0,0,7.75,167.07
"Scripps Networks Interactive, I",SNI,1108140,14.69,0.024057738572574143,1321026,1.62,1520000000,5.18,0.06457564575645747,9640000000,0.048382785351510416,1.24,14.38,0.00013365410318111337,0.0254,5.09,13.75,12.91,2.85,1,0,0,0,0,0,0,0,0,0,0,5.90,72.66
"Synopsys, Inc.",SNPS,1399050,22.10,0.013918177983973136,1208211,0,477750000,1.90,0.08923076923076922,10800000000,0.05750035146914101,2.33,37.77,-0.003233516097286504,0.12539999999999998,3.22,22.08,20.27,4.27,0,0,0,0,0,0,1,0,0,0,0,1.05,63.76
Southern Company (The) Common S,SO,5337150,25.00,0.005825632784250686,3755653,4.53,7630000000,2.55,0.046979865771812124,49520000000,0.01627159501807962,4.61,19.60,0.0016070711128968185,0.013000000000000001,1.99,16.77,16.02,2.48,0,0,0,0,0,0,0,0,0,0,1,4.24,49.33
"Simon Property Group, Inc. Comm",SPG,1865100,13.63,0.008248840006874184,1190754,4.03,4000000000,5.87,0.08030303030303032,54700000000,0.16887208569628243,2.72,29.77,-0.004296270836913529,-0.0378,12.81,26.47,24.51,10.06,0,0,0,0,0,0,0,0,1,0,0,4.78,181.59
S&P Global Inc. Common Stock,SPGI,1125730,2.52,0.01009483022330983,796738,1.28,2470000000,7.94,0.10613598673300162,33729999999,0.0853472009788927,1.76,16.44,-0.004817987152034187,0.0655,51.97,21.65,19.54,5.97,0,0,0,1,0,0,0,0,0,0,0,1.57,122.50
"Stericycle, Inc.",SRCL,907253,32.95,0.014345991561181578,471883,0,813200000,2.08,0.04978354978354971,7100000000,0.08631705846895721,2.30,40.03,-0.005545509342977817,0.0641,2.52,18.02,17.17,1.98,0,0,0,0,0,1,0,0,0,0,0,6.51,78.25
Sempra Energy Common Stock,SRE,939771,51.77,0.007571708533760988,1055022,2.95,2940000000,5.46,0.10588235294117654,28190000000,0.0454302512025655,2.21,20.60,0.0008017103153392657,0.0762,2.17,22.06,19.95,2.76,0,0,0,0,0,0,0,0,0,0,1,5.42,104.53
"SunTrust Banks, Inc. Common Sto",STI,3570640,45.38,0.021280498991010893,3065049,1.95,0.00,3.60,0.13144329896907214,26430000000,0.11722619702806836,3.04,14.94,-0.00935608145294442,0.0021,1.20,13.87,12.26,3.28,0,0,0,1,0,0,0,0,0,0,0,3.49,53.69
State Street Corporation Common,STT,2327580,47.19,0.015800203873598304,1735903,1.97,0.00,4.97,0.1278065630397236,29680000000,0.09696738022426099,1.75,15.64,-0.00891946992864423,0.0045000000000000005,1.66,13.42,11.90,2.94,0,0,0,1,0,0,0,0,0,0,0,2.86,77.36
Seagate Technology PLC,STX,5181720,5.16,0.01587956279645294,3322851,5.23,1710000000,1.71,0.020000000000000018,14330000000,-0.02990307279851523,0.62,28.32,-0.00618684264796876,0.17379999999999998,9.40,10.79,10.58,1.31,0,0,0,0,0,0,1,0,0,0,0,7.67,41.35
"Constellation Brands, Inc. Comm",STZ,1708450,35.25,0.015459675523160096,1231554,1.23,2450000000,7.52,0.10025062656641581,33670000000,0.11856336703503412,1.33,22.90,-0.0007053844345168425,0.08789999999999999,4.83,21.58,19.61,4.54,0,1,0,0,0,0,0,0,0,0,0,2.51,158.30
"Stanley Black & Decker, Inc. Co",SWK,849282,41.73,0.010596935274834298,938480,1.78,1880000000,6.51,0.11111111111111116,20020000000,0.046352062209346734,1.78,20.16,-0.0036593733323168065,0.0664,3.14,18.45,16.61,1.75,1,0,0,0,0,0,0,0,0,0,0,3.01,123.04
"Skyworks Solutions, Inc.",SWKS,2391730,19.81,0.015694613203726174,1564127,1.15,1370000000,4.73,0.144694533762058,18310000000,0.02693398136897529,1.06,20.95,-0.00587282300526526,0.1609,4.99,15.92,13.91,5.57,0,0,0,0,0,0,1,0,0,0,0,4.59,85.30
Synchrony Financial Common Stoc,SYF,5635840,17.37,0.015142337976983646,4971693,1.61,0.00,2.71,0.11551155115511547,26630000000,0.278619018776499,1.16,12.12,-0.006359781950333154,-0.0277,1.90,10.84,9.72,3.83,0,0,0,1,0,0,0,0,0,0,0,2.28,33.78
Stryker Corporation Common Stoc,SYK,1142070,25.47,0.008398869970222145,792759,1.31,3110000000,4.35,0.09828393135725433,48810000000,0.0249675498205697,2.08,30.09,-0.003206841261357507,0.07769999999999999,5.14,20.42,18.60,4.31,0,0,0,0,1,0,0,0,0,0,0,4.85,121.47
Symantec Corporation,SYMC,6573730,6.38,0.014876033057851215,3528155,1.00,875000000,3.32,0.47899159663865554,18810000000,-0.021818181818181848,1.15,9.16,-0.0006611570247934129,0.1375,4.74,25.55,17.27,4.96,0,0,0,0,0,0,1,0,0,0,0,3.96,26.72
Sysco Corporation Common Stock,SYY,3365390,4.58,0.012471220260936274,2279002,2.54,3000000000,1.83,0.1088709677419355,28310000000,0.038948580199539506,1.75,28.57,-0.0019186492709131198,0.0001,11.37,21.13,19.05,0.53,0,1,0,0,0,0,0,0,0,0,0,4.42,52.39
AT&T Inc.,T,18631000,20.06,0.00620347394540943,15920226,4.87,49740000000,2.10,0.030716723549488067,247200000000,0.06575682382134018,1.86,19.18,-0.001985111662531014,-0.0034000000000000002,2.01,13.74,13.33,1.51,0,0,0,0,0,0,0,0,0,1,0,6.65,40.39
Molson Coors Brewing Company Cl,TAP,1476750,53.13,0.0197624303584568,1176139,1.73,851000000,9.26,0.06984126984126982,20710000000,0.21234100704299386,2.91,10.41,-0.001576789656259736,-0.032,1.79,15.29,14.29,4.19,0,1,0,0,0,0,0,0,0,0,0,1.63,99.50
Teradata Corporation Common Sto,TDC,1468960,7.43,0.01417525773195869,1285530,0,380000000,0.95,0.013986013986013957,4050000000,-0.06121134020618557,4.39,32.60,-0.007087628865979356,0.056799999999999996,4.17,21.66,21.36,1.75,0,0,0,0,0,0,1,0,0,0,0,11.05,29.31
TE Connectivity Ltd. New Switze,TEL,1641260,24.86,0.010581283495946078,1007419,2.06,2630000000,5.72,0.08352144469525968,25960000000,0.11584444139068317,2.02,12.79,-0.0034354816545280054,0.0431,2.93,16.50,15.22,2.07,0,0,0,0,0,0,1,0,0,0,0,2.36,70.06
TEGNA Inc,TGNA,1911280,10.59,0.014561196379378097,1102733,2.22,1210000000,1.99,0.2732240437158471,5470000000,0.0794962613144432,1.38,12.82,-0.00708382526564344,0.1134,2.40,13.91,10.93,1.63,1,0,0,0,0,0,0,0,0,0,0,1.89,22.87
Target Corporation Common Stock,TGT,7645110,19.69,0.007451564828613983,4371044,4.50,7310000000,4.70,0.004999999999999893,29620000000,0.1382265275707899,-20.54,11.41,-0.0014903129657227732,-0.1907,2.73,13.40,13.33,0.43,1,0,0,0,0,0,0,0,0,0,0,3.71,66.23
Tiffany & Co. Common Stock,TIF,1935520,24.20,0.014204545454545425,951182,1.97,955100000,3.55,0.09090909090909105,11310000000,0.04381555944055959,3.02,25.57,-0.002622377622377603,0.107,3.78,22.92,21.01,2.85,1,0,0,0,0,0,0,0,0,0,0,3.72,82.00
"TJX Companies, Inc. (The) Commo",TJX,3925620,6.98,0.012160041841004087,2172298,1.63,4510000000,3.46,0.07672634271099743,49610000000,0.1189853556485354,1.90,22.21,0.00026150627615062483,0.0066,10.96,19.65,18.25,1.49,1,0,0,0,0,0,0,0,0,0,0,1.82,76.34
Torchmark Corporation Common St,TMK,435694,38.69,0.01138318994043679,351420,0.78,865380000,4.49,0.07036247334754786,8830000000,-0.03375248180013235,2.21,16.69,-0.005294506949040212,0.0355,1.95,15.99,14.94,2.26,0,0,0,1,0,0,0,0,0,0,0,4.46,72.43
