.Name,.Symbol,AverageDailyVolume,BookValue,DividendYield,EBITDA,EPSEstimateCurrentYear,EPSEstimateNextQuarter,EPSEstimateNextYear,EarningsShare,FiftydayMovingAverage,MarketCapitalization,OneyrTargetOverCurrent,PEGRatio,PERatio,PercentChange,PercentChangeAfterHours,PercentChangeFromFiftydayMovingAverage,PercentChangeFromTwoHundreddayMovingAverage,PercentChangeFromYearHigh,PercentChangeFromYearLow,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PriceSales,ShortRatio,StockExchange,TwoHundreddayMovingAverage,Volume
Mosaic Company (The) Common Sto,MOS,4844730,27.37,1.83,1070000000.0000001,1.02,0.31,1.23,0.85,31.46,11830000000.0,0.8426933254925023,1.60,39.74,-0.0070999999999999995,-0.0002939447383892846,0.0737,0.2053,-0.0169,0.48350000000000004,1.24,33.12,27.46,1.66,6.21,1,28.03,4173485
Marathon Petroleum Corporation,MPC,5938290,25.37,2.87,4660000000.0,3.11,1.23,3.77,2.21,49.46,26740000000.0,1.2348887576294547,-16.72,22.91,-0.0063,-0.003335949764521229,0.023799999999999998,0.12029999999999999,-0.0724,0.6527,2.01,16.28,13.43,0.48,1.84,1,45.20,4396124
"Merck & Company, Inc. Common St",MRK,10660000,15.84,2.93,15460000000.0,3.81,0.87,4.22,2.04,61.88,181610000000.0,1.0562403697996916,2.72,32.29,0.0032,-0.011574779165397397,0.0645,0.06480000000000001,0.0,0.3272,4.15,17.29,15.72,4.55,1.40,1,61.86,2000260
Morgan Stanley Common Stock,MS,11449100,37.11,1.79,0.00,3.42,0.86,3.96,2.92,43.52,86100000000.0,1.02501078050884,1.00,15.92,0.0098,0.00738488271068638,0.0684,0.2602,-0.005600000000000001,1.0498,1.24,13.59,11.74,2.46,1.17,1,36.89,10115099
Microsoft Corporation,MSFT,24559100,8.90,2.44,27740000000.0,2.98,0.69,3.26,2.12,63.37,498660000000.0,1.0784496124031009,2.34,30.37,-0.0006,-0.0010840947808579138,0.0183,0.0747,-0.0209,0.3433,7.25,21.65,19.79,5.82,1.65,0,60.05,17005157
M&T Bank Corporation Common Sto,MTB,971614,97.66,1.68,0.00,8.71,2.17,9.82,7.78,159.63,26420000000.0,0.9258952352767091,2.60,21.74,0.0054,0.004339555344192059,0.059500000000000004,0.256,-0.0098,0.659,1.72,19.42,17.22,5.15,4.65,1,134.66,950654
"Mettler-Toledo International, I",MTD,192947,16.72,0,588240000.0,16.69,3.60,18.57,14.22,434.00,12070000000.0,0.9583153067405036,2.31,32.72,0.0040999999999999995,-0.002223133539099198,0.07200000000000001,0.11699999999999999,-0.0072,0.5011,27.72,27.87,25.05,4.79,8.49,1,416.52,167081
Mylan N.V.,MYL,5041250,22.10,0.00,3300000000.0,4.74,0.99,5.33,0.50,38.05,22640000000.0,1.2185886402753872,0.97,84.79,0.0383,-0.001963190184049002,0.1119,0.0694,-0.1605,0.25920000000000004,1.84,8.93,7.94,2.12,3.92,0,39.56,6307658
Navient Corporation,NAVI,2849130,12.71,4.09,0.00,1.83,0.46,1.90,2.12,15.93,4570000000.0,1.1457670273711011,2.96,7.40,-0.0063,-0.005066497783407065,-0.0149,0.0344,-0.1259,0.6225,1.24,8.57,8.26,2.19,4.42,0,15.17,2188406
"Nasdaq, Inc.",NDAQ,801448,32.75,1.83,1160000000.0,4.25,1.02,4.64,0.64,68.51,11810000000.0,1.079684640292834,1.69,111.33,0.0066,0.0035320712065556314,0.04,0.0479,-0.009300000000000001,0.16440000000000002,2.16,16.76,15.36,3.17,4.38,0,67.99,877006
"NextEra Energy, Inc. Common Sto",NEE,2090260,51.90,2.77,7670000000.0,6.63,1.76,7.10,6.25,121.07,58760000000.0,1.090203918432627,2.74,20.05,-0.005600000000000001,-0.007539682539682513,0.0348,0.0302,-0.0507,0.1459,2.43,18.90,17.65,3.66,3.21,1,121.61,1765539
"Netflix, Inc.",NFLX,6946900,6.23,0,437320000.0,1.12,0.24,2.05,0.43,136.40,61230000000.0,1.0459067652075043,1.57,330.86,0.0103,-0.0007101264024995668,0.043,0.22899999999999998,-0.0252,0.6837000000000001,22.60,127.03,69.40,6.86,2.64,0,115.76,5309050
NiSource Inc Common Stock,NI,2730830,11.82,3.12,1350000000.0,1.07,0.64,1.16,0.94,22.22,7170000000.0,1.0892614408699592,2.28,23.62,-0.0009,-0.008089887640449378,0.0005,-0.0329,-0.1748,0.0647,1.88,20.78,19.16,1.67,2.28,1,22.99,2592032
"Nike, Inc. Common Stock",NKE,8945230,7.44,1.28,5180000000.0,2.34,0.58,2.64,2.27,53.36,93710000000.0,1.0980635992183336,2.00,24.97,0.0034000000000000002,-0.002834366696191415,0.061500000000000006,0.0605,-0.13449999999999998,0.1557,7.59,24.21,21.45,2.79,2.97,1,53.41,6651971
Nielsen N.V. Ordinary Shares,NLSN,3033600,11.88,2.76,1620000000.0,2.68,0.67,2.94,1.39,42.06,16020000000.0,1.0956014362657092,2.23,32.24,0.0009,-0.004690641054277411,0.0655,-0.0529,-0.19899999999999998,0.1125,3.77,16.72,15.24,2.54,1.87,1,47.31,2785566
Northrop Grumman Corporation Co,NOC,1118400,30.04,1.51,3650000000.0,11.89,2.92,13.35,12.19,232.49,42180000000.0,1.0776950740152214,2.39,19.82,0.008199999999999999,-0.002003171688506833,0.0391,0.065,-0.0481,0.3098,7.98,20.32,18.10,1.71,1.51,1,226.85,739729
Norfolk Southern Corporation Co,NSC,2014090,42.73,2.01,4099999999.9999995,6.15,1.60,6.85,5.62,115.35,35650000000.0,0.9640640313623,1.65,21.83,0.0018,-0.0004081965874764837,0.0638,0.2097,-0.0058,0.7041,2.87,19.95,17.91,3.60,1.17,1,101.44,2285818
"NetApp, Inc.",NTAP,3076940,10.10,1.93,715000000.0,2.57,0.78,2.88,1.10,37.04,10720000000.0,0.953760162601626,1.08,35.33,-0.0149,-0.004048582995951455,0.051100000000000007,0.1185,-0.024300000000000002,0.7302,3.91,15.15,13.52,2.02,5.12,0,34.81,4885569
Northern Trust Corporation,NTRS,1335970,38.88,1.78,0.00,4.71,1.20,5.27,4.32,86.36,20240000000.0,1.0193555732665376,1.57,20.49,0.010700000000000001,0.002854532998401549,0.025,0.1431,-0.0287,0.6162,2.25,18.79,16.80,4.01,1.90,0,77.44,414872
Nucor Corporation Common Stock,NUE,3247650,24.63,2.47,2120000000.0,3.60,1.06,4.02,2.48,60.20,20430000000.0,1.025007913896803,0.77,25.75,0.0124,0.0014265335235377208,0.061,0.1654,-0.060700000000000004,0.691,2.56,17.74,15.89,1.25,1.76,1,54.81,2963627
NVIDIA Corporation,NVDA,18041000,10.42,0.52,2130000000.0,2.77,0.61,3.34,2.57,108.88,60280000000.0,1.0635445362718088,3.37,42.41,0.002,0.0011031439602868787,0.0011,0.3275,-0.0986,3.0044,10.44,39.35,32.63,8.71,2.16,0,82.11,9319517
Newell Brands Inc. Common Stock,NWL,4256560,23.57,1.61,2350000000.0,3.05,0.85,3.44,1.25,46.54,22880000000.0,1.1821819713563606,1.44,37.88,-0.0055000000000000005,-0.0010519671786241025,0.015700000000000002,-0.044500000000000005,-0.1475,0.2873,2.02,15.50,13.74,1.73,4.64,1,49.47,3219744
Realty Income Corporation Commo,O,1845060,24.59,4.12,978070000.0,1.10,0.30,1.23,1.10,59.42,15600000000.0,1.016696974706563,11.20,54.64,-0.0076,-0.0047713063507732745,0.0152,-0.0154,-0.16570000000000001,0.1442,2.47,54.84,49.04,14.57,9.56,1,61.27,1436414
"ONEOK, Inc. Common Stock",OKE,2280990,1.02,4.45,1650000000.0,1.70,0.43,1.89,1.35,56.11,11470000000.0,0.9961587708066582,6.48,40.24,-0.0084,-0.005095541401273884,-0.0288,0.053899999999999997,-0.0837,1.7327000000000001,53.98,32.05,28.83,1.41,7.34,1,51.70,1822893
Omnicom Group Inc. Common Stock,OMC,1676060,9.85,2.58,2300000000.0,5.06,1.43,5.49,4.78,85.58,20120000000.0,0.9905882352941177,2.46,17.84,0.0029,-0.0003528166529460641,-0.0034999999999999996,0.0108,-0.0489,0.1356,8.63,16.85,15.53,1.30,11.08,1,84.37,378730
Oracle Corporation Common Stock,ORCL,12634800,11.81,1.47,14600000000.0,2.56,0.78,2.80,2.10,39.59,168610000000.0,1.06396484375,1.90,19.62,0.0,-0.003406326034063323,0.0382,0.0348,-0.021400000000000002,0.149,3.48,16.05,14.68,4.53,2.66,1,39.72,1223686
"O'Reilly Automotive, Inc.",ORLY,839663,17.52,0,1920000000.0,12.38,3.16,14.00,10.73,272.37,25070000000.0,1.1591991664185768,1.48,25.16,0.0016,-0.0029682398337783633,-0.0089,-0.0226,-0.0782,0.08839999999999999,15.38,21.82,19.28,2.91,6.96,0,276.20,116334
"Paychex, Inc.",PAYX,1959900,5.06,3.15,1310000000.0,2.22,0.54,2.40,2.15,60.26,21310000000.0,0.9932580482049553,2.99,27.62,0.0019,0.0010123165176310067,-0.0147,0.009000000000000001,-0.045,0.18170000000000003,11.71,26.75,24.74,6.94,10.01,0,58.85,1526344
"People's United Financial, Inc.",PBCT,3891730,15.85,3.63,0.00,0.96,0.23,1.09,0.92,19.08,5920000000.0,0.9728175640355463,9.76,20.83,0.0026,0.0010465724751438366,0.0044,0.1039,-0.0482,0.3884,1.21,19.96,17.58,4.62,10.00,0,17.36,3972362
PACCAR Inc.,PCAR,2028950,19.33,1.40,2940000000.0,3.55,0.92,4.08,1.48,66.99,24480000000.0,0.981630309988519,3.93,47.16,-0.0039000000000000003,-0.0055658627087196155,0.04190000000000001,0.1386,-0.0046,0.449,3.63,19.66,17.11,1.44,4.30,0,61.30,1416240
Pacific Gas & Electric Co. Comm,PCG,2031270,34.35,3.09,4290000000.0,3.72,0.66,3.66,1.67,61.37,31830000000.0,1.0540970564836913,3.17,37.78,-0.006,-0.007422615287428935,0.0256,0.0275,-0.0381,0.15039999999999998,1.84,16.92,17.20,1.87,2.38,1,61.26,1898932
The Priceline Group Inc.,PCLN,376295,198.62,0,4010000000.0,64.71,10.62,74.49,39.18,1559.91,81370000000.0,1.0670385582051125,1.51,42.09,0.0070999999999999995,-0.003658484446860344,0.0571,0.1079,-0.0018,0.4363,8.24,25.48,22.14,7.77,3.36,0,1488.32,281001
"Patterson Companies, Inc.",PDCO,1773330,14.76,2.24,436980000.0,2.30,0.66,2.44,2.15,41.81,4150000000.0000005,0.9676300578034682,1.89,20.19,0.0002,-0.005518510002299415,0.0404,-0.0091,-0.1369,0.1931,2.95,18.91,17.83,0.74,8.18,0,43.90,1358375
Public Service Enterprise Group,PEG,2367140,26.68,3.78,3530000000.0,2.88,0.86,2.92,2.54,43.63,21860000000.0,1.0657375145180024,12.88,17.01,-0.0051,-0.008749712180520453,-0.0097,0.0141,-0.0886,0.1001,1.63,15.00,14.80,2.38,4.55,1,42.61,3604522
"Pepsico, Inc. Common Stock",PEP,4235110,8.88,2.83,12080000000.0,4.80,0.96,5.16,4.56,104.20,153070000000.0,1.0918841955386807,3.41,23.42,-0.0018,-0.014683875794986978,0.024300000000000002,0.012,-0.0379,0.11,12.04,22.24,20.68,2.48,1.78,1,105.46,7617151
"Pfizer, Inc. Common Stock",PFE,24813300,10.43,3.96,19670000000.0,2.56,0.67,2.79,1.17,32.27,201770000000.0,1.1433801098230627,1.98,28.35,0.015300000000000001,0.0009160305343511865,0.0302,0.0075,-0.1107,0.15689999999999998,3.14,12.99,11.92,3.76,1.30,1,33.00,22259556
Principal Financial Group Inc C,PFG,1439530,35.55,2.90,1950000000.0,4.88,1.21,5.28,4.50,58.99,18030000000.0,0.9849044483700016,1.62,13.94,0.0108,0.0033838221076378794,0.0634,0.156,-0.001,0.7556999999999999,1.75,12.85,11.88,1.44,4.49,1,54.26,1270517
Procter & Gamble Company (The),PG,8957310,20.35,3.04,17770000000.0,3.85,0.80,4.14,5.46,86.07,231820000000.0,1.0080169246186392,3.04,16.61,0.0321,0.022194400182107943,0.0536,0.0521,-0.0046,0.1464,4.32,23.55,21.90,3.44,3.78,1,86.19,10243885
Progressive Corporation (The) C,PGR,2933420,13.72,1.81,1800000000.0,2.10,0.48,2.33,1.76,36.64,22240000000.0,0.9740397350993378,2.96,21.80,0.024300000000000002,0.008010680907877044,0.047,0.1399,-0.002,0.2561,2.73,18.27,16.46,0.93,1.91,1,33.65,1462495
Parker-Hannifin Corporation Com,PH,1049580,33.97,1.76,1600000000.0,7.33,2.08,7.85,6.48,145.92,20730000000.0,1.0315453301179691,2.16,23.99,0.0187,0.0052414335320711825,0.06559999999999999,0.1726,-0.0060999999999999995,0.5792,4.49,21.21,19.81,1.82,4.58,1,132.61,1762902
"PulteGroup, Inc. Common Stock",PHM,5273830,14.60,1.67,1030000000.0,2.23,0.45,2.67,1.75,19.96,6870000000.0,1.1196261682242992,0.65,12.37,0.006500000000000001,-0.004187994416007479,0.0837,0.09210000000000002,-0.0344,0.33030000000000004,1.47,9.70,8.10,0.89,3.85,1,19.81,4375797
"PerkinElmer, Inc. Common Stock",PKI,695697,19.55,0.52,389800000.0,2.83,0.67,3.16,2.12,52.93,6120000000.0,0.996318792563961,2.43,26.15,0.021099999999999997,-0.0012867647058824039,0.0495,0.0453,-0.0302,0.2249,2.78,19.63,17.58,2.83,5.64,1,53.14,1078157
"ProLogis, Inc. Common Stock",PLD,2706720,27.21,3.35,1820000000.0,-0.27,0.31,1.27,2.20,51.28,27220000000.0,0.3082751744765703,-1.95,22.45,-0.0102,0.004607371794871806,-0.0364,-0.0453,-0.09949999999999999,0.3347,1.83,43.73,38.91,10.04,2.35,1,51.76,2537608
"PNC Financial Services Group, I",PNC,2828190,94.38,1.79,0.00,7.91,1.97,8.85,7.30,119.85,61960000000.0,0.9934273044029142,1.96,17.50,0.0132,0.0014274385408405976,0.066,0.2475,-0.0013,0.6506000000000001,1.34,16.15,14.44,4.15,1.82,1,102.41,2589522
Pentair plc. Ordinary Share,PNR,1105220,23.40,2.32,881700000.0,3.47,1.02,3.79,2.86,58.45,10750000000.0,1.0643394934976045,1.84,20.71,0.009000000000000001,-0.0030706243602866,0.012,-0.010700000000000001,-0.11699999999999999,0.2718,2.50,17.05,15.61,2.18,5.12,1,59.79,644150
Pinnacle West Capital Corporati,PNW,608755,43.64,3.33,1410000000.0,3.95,0.10,4.22,3.84,77.65,8680000000.0,1.0024509803921569,3.73,20.30,-0.0012,-0.007299270072992803,0.0045000000000000005,0.0241,-0.057699999999999994,0.17559999999999998,1.79,19.75,18.48,2.49,4.40,1,76.17,1172678
"PPG Industries, Inc. Common Sto",PPG,1573350,19.06,1.59,2530000000.0,6.24,1.86,6.89,3.28,98.70,26800000000.0,1.093168316831683,1.99,30.94,0.0033,-0.0016803400217455522,0.028300000000000002,0.025099999999999997,-0.1325,0.1323,5.31,16.27,14.73,1.81,2.05,1,99.01,877537
PPL Corporation Common Stock,PPL,3622640,14.56,4.42,4050000000.0,2.16,0.52,2.32,2.79,34.65,24120000000.0,1.0454158387737724,6.73,12.72,0.0003,-0.0067662813645335,0.0241,0.0318,-0.1112,0.106,2.44,16.43,15.29,3.21,3.45,1,34.39,2317208
"Prudential Financial, Inc. Comm",PRU,2104270,130.72,2.73,9750000000.0,10.43,2.67,11.08,10.12,106.04,48070000000.0,1.0046944118443624,1.18,10.54,0.0121,0.002897238569488314,0.0542,0.2144,-0.0017000000000000001,0.7852,0.84,10.72,10.09,0.75,2.52,1,92.05,2652202
Public Storage Common Stock,PSA,816295,29.12,3.64,1840000000.0,6.69,1.69,7.45,6.53,219.18,37650000000.0,1.0126623376623378,3.96,33.25,0.0008,-0.005993545412632639,-0.0096,-0.0046,-0.218,0.0819,7.45,32.45,29.14,14.53,6.13,1,218.08,640935
Phillips 66 Common Stock,PSX,2308200,43.98,3.16,3100000000.0,4.64,1.47,6.37,3.82,83.17,41710000000.0,1.1397215602658974,-2.71,20.97,0.0013,-0.003125781445361353,-0.0371,-0.0181,-0.11869999999999999,0.087,1.82,17.26,12.57,0.60,3.63,1,81.56,2272772
PVH Corp. Common Stock,PVH,1305850,60.33,0.17,1070000000.0000001,6.76,1.61,7.32,7.15,91.11,7120000000.0,1.2498055339482166,2.05,12.57,-0.0044,-0.002991358298249591,-0.0137,-0.1208,-0.2213,0.2733,1.50,13.29,12.28,0.87,1.41,1,102.21,957899
"Quanta Services, Inc. Common St",PWR,1830460,21.66,0,475880000.0,1.51,0.40,2.02,0.67,35.69,5650000000.0,1.0010695187165775,0.83,56.24,0.0003,0.00026745119015769703,0.048,0.2234,-0.0179,1.0976000000000001,1.73,24.77,18.51,0.76,4.38,1,30.57,1132585
"Praxair, Inc. Common Stock",PX,1470740,17.57,2.71,3460000000.0,5.47,1.43,6.21,5.21,117.24,33610000000.0,0.013684570646595964,3.18,22.58,0.0027,-0.0034094783498124226,0.0034000000000000002,-0.008199999999999999,-0.058899999999999994,0.1671,6.68,20.53,18.94,3.18,2.32,1,118.62,543160
"PayPal Holdings, Inc.",PYPL,6706220,12.19,0,2100000000.0,1.72,0.42,2.03,1.15,40.77,50560000000.0,1.1232909570640441,1.46,36.41,0.006,0.0016818837097549721,0.0271,0.051,-0.059500000000000004,0.2384,3.41,24.34,20.63,4.64,3.75,0,39.84,7124617
QUALCOMM Incorporated,QCOM,12138400,21.12,3.93,8550000000.000001,4.67,1.11,4.81,3.28,59.40,83440000000.0,1.177961531547726,1.13,17.23,0.0182,0.002703677000721161,-0.049,-0.11539999999999999,-0.2113,0.1764,2.63,12.10,11.74,3.45,0.65,0,63.86,14149193
"Ryder System, Inc. Common Stock",R,635982,38.43,2.30,1780000000.0,5.23,1.37,5.97,4.90,75.87,4190000000.0000005,0.005079447772857515,0.98,16.01,0.024300000000000002,0.0023498694516972396,0.0342,0.0975,-0.0815,0.4457,1.99,15.00,13.14,0.60,4.28,1,71.49,946499
Reynolds American Inc Common St,RAI,7478490,15.23,3.04,6030000000.0,2.57,0.66,2.77,4.25,58.36,86170000000.0,0.9876254180602008,2.33,14.22,0.0068000000000000005,-0.0036654448517161597,0.0354,0.1384,-0.0079,0.39299999999999996,3.94,23.51,21.82,6.85,0.77,1,53.09,3717883
Royal Caribbean Cruises Ltd. Co,RCL,1700140,42.51,2.00,2380000000.0,7.05,1.42,8.04,5.93,89.40,20760000000.0,1.0964218847514042,0.94,16.32,0.0024,-0.003937007874015741,0.0823,0.2318,-0.0069,0.48960000000000004,2.27,13.72,12.03,2.44,2.42,1,78.55,1357007
"Regeneron Pharmaceuticals, Inc.",REGN,957576,42.33,0,1430000000.0,13.17,3.26,15.70,7.70,363.34,40360000000.0,1.125855685480649,1.53,49.87,0.0199,-0.0028949325401040893,0.056900000000000006,-0.0040999999999999995,-0.1522,0.18030000000000002,8.90,29.16,24.46,8.14,1.85,0,385.56,926277
Regions Financial Corporation C,RF,19937800,13.04,1.73,0.00,0.97,0.24,1.12,0.87,14.48,18910000000.0,0.9744408945686901,2.66,17.80,0.0045000000000000005,0.010329244673983329,0.07429999999999999,0.3028,-0.0064,1.1596,1.19,16.04,13.89,3.53,1.79,1,11.94,14434324
Robert Half International Inc.,RHI,1258270,8.58,2.03,616820000.0,2.67,0.69,2.87,2.67,48.47,6090000000.0,0.9980992608236535,2.42,18.03,0.0143,-0.0025279123657045988,-0.006500000000000001,0.1354,-0.0555,0.4022,5.53,18.03,16.78,1.14,2.52,1,42.41,739212
"Red Hat, Inc. Common Stock",RHT,1952300,7.12,0,398370000.0,2.27,0.59,2.59,1.31,75.06,14450000000.0,1.0784436381834104,2.24,61.87,0.012,-0.0019977525284055053,0.0799,0.0649,-0.0203,0.2732,11.25,35.70,31.29,6.14,0.32,1,76.11,1845864
Ralph Lauren Corporation Common,RL,1597170,43.92,2.52,1010000000.0,5.59,0.84,5.25,1.75,85.63,6510000000.0,1.016566265060241,5.08,45.27,-0.004,0.002390237765756753,-0.0755,-0.19269999999999998,-0.3055,0.046900000000000004,1.81,14.16,15.08,0.94,6.65,1,98.07,1761467
"Rockwell Automation, Inc. Commo",ROK,1065400,15.94,2.01,1190000000.0,6.29,1.56,6.82,5.81,144.32,19610000000.0,0.9805319078730285,3.11,26.26,0.0018,-0.004467511990013828,0.056600000000000004,0.18960000000000002,-0.019,0.5299,9.55,24.24,22.36,3.29,2.15,1,128.18,836632
"Roper Technologies, Inc. Common",ROP,568913,57.05,0.68,1300000000.0,9.08,2.24,10.00,6.43,190.05,20970000000.0,1.086234758337006,1.72,32.14,0.0062,-0.005648342016847607,0.0873,0.142,-0.0036,0.2973,3.60,22.76,20.66,5.50,5.20,1,180.94,116576
"Ross Stores, Inc.",ROST,2632210,6.72,0.78,2040000000.0,2.82,0.82,3.14,2.72,66.42,27100000000.0,1.0421836228287842,2.21,25.28,0.0007000000000000001,-0.002765647743813604,0.0351,0.0617,-0.0152,0.3221,10.22,24.38,21.89,2.15,3.00,0,64.75,552105
"Republic Services, Inc. Common",RSG,1199150,22.4150,2.2100,2610000000.0,2.2000,0.5300,2.3600,1.7200,57.3594,19890000000.0,1.0099845067997935,2.7100,34.0189,0.0014119999999999998,-0.005818928632551734,0.020103,0.092805,-0.002174,0.300567,2.6067,26.5966,24.7934,2.1362,5.4600,1,53.5434,62847
Raytheon Company Common Stock,RTN,1802880,34.22,1.93,3760000000.0,7.40,1.83,8.30,7.44,146.77,44710000000.0,1.1042285111155088,1.69,20.42,0.004,0.0015857284440039532,0.0354,0.0662,-0.0063,0.2729,4.42,20.54,18.31,1.85,1.35,1,142.53,1766712
Starbucks Corporation,SBUX,9200260,3.98,1.60,4950000000.0,2.13,0.55,2.45,1.95,56.66,82870000000.0,1.1414427157001414,1.70,29.16,0.0049,-0.0003534817956875047,0.0036,0.0216,-0.0775,0.1184,14.22,26.69,23.21,3.80,1.36,0,55.66,6967179
SCANA Corporation Common Stock,SCG,785360,39.713,3.320,1540000000.0,4.110,1.470,4.240,3.981,70.721,9530000000.0,1.1052154195011337,2.850,16.744,-0.0030399999999999997,-0.010619204307508179,-0.057460000000000004,-0.06776,-0.12764,0.06053,1.684,16.218,15.721,2.315,4.790,1,71.502,689843
Charles Schwab Corporation (The,SCHW,8727460,10.03,0.80,0.00,1.58,0.38,1.95,1.31,40.88,55890000000.0,1.0883977900552486,1.33,32.18,0.0218,0.00896752302472148,0.031400000000000004,0.1973,-0.0106,0.833,4.11,26.68,21.62,7.33,2.78,1,35.21,11623374
Spectra Energy Corp Common Stoc,SE,3234060,10.65,4.18,2410000000.0,1.17,0.39,1.40,0.46,42.00,29360000000.0,1.025763358778626,3.21,92.00,-0.0078000000000000005,-0.006399620763213987,-0.0033,0.0277,-0.048600000000000004,0.5128,3.96,35.78,29.90,6.00,3.93,1,40.73,1875666
Sealed Air Corporation Common S,SEE,1631290,3.17,1.34,1050000000.0,2.76,0.72,3.06,2.46,48.07,9160000000.0,1.1180348787749892,1.96,19.36,0.0106,-0.0021222410865873176,-0.009300000000000001,0.0197,-0.0986,0.1335,14.87,17.25,15.56,1.34,4.06,1,46.70,1192064
Sherwin-Williams Company (The),SHW,859089,17.37,1.10,1950000000.0,13.80,4.47,15.28,11.99,291.09,28540000000.0,1.0524222236595304,2.10,25.85,0.0,-0.0021942562116810116,0.0646,0.114,-0.008199999999999999,0.29410000000000003,17.84,22.46,20.28,2.41,1.02,1,278.19,570327
Signet Jewelers Limited Common,SIG,1526260,32.06,1.42,905100000.0,7.42,2.07,7.89,6.68,82.29,5250000000.0,1.448077180758408,0.84,11.29,0.0111,0.00013401232913423655,-0.0832,-0.1097,-0.3986,0.0658,2.33,10.17,9.56,0.77,5.50,1,84.74,890205
J.M. Smucker Company (The) New,SJM,917677,61.67,2.17,1690000000.0,7.68,1.77,8.08,6.13,133.35,16070000000.0,1.0069085884662934,3.87,22.50,0.0005,-0.003045022837671385,0.0349,0.0207,-0.12279999999999999,0.1331,2.24,17.92,17.08,2.14,5.89,1,135.20,178807
SL Green Realty Corporation Com,SLG,739677,70.63,2.82,1060000000.0,1.88,0.46,2.23,2.34,108.40,11180000000.0,1.0845006778129236,1.26,47.57,0.0011,-0.0035122478386167,0.0255,0.0215,-0.0785,0.3354,1.57,59.13,49.85,5.95,7.35,1,108.82,524981
Snap-On Incorporated Common Sto,SNA,443573,45.12,1.67,939600000.0,10.07,2.55,11.04,9.20,173.97,10170000000.0,1.1430144927536232,1.71,19.05,0.013500000000000002,-0.00242886884108251,0.0074,0.0823,-0.0356,0.2368,3.83,17.40,15.88,2.70,7.41,1,161.93,334632
"Scripps Networks Interactive, I",SNI,970984,15.70,1.28,1480000000.0,5.27,1.26,5.32,6.05,75.01,9960000000.0,0.9360374414976599,1.50,12.75,0.0036,0.0002600780234069955,0.028999999999999998,0.1362,-0.0171,0.4266,4.90,14.65,14.51,2.95,10.57,0,67.93,1624441
Southern Company (The) Common S,SO,4503430,25.05,4.55,7410000000.0,2.90,0.70,2.99,2.66,48.91,47380000000.0,1.050258531540848,5.39,18.16,-0.0049,-0.004939287919324964,-0.011399999999999999,-0.0337,-0.1151,0.04650000000000001,1.94,16.67,16.17,2.60,5.09,1,50.04,6017601
"Simon Property Group, Inc. Comm",SPG,1646570,13.58,3.84,4019999999.9999995,6.49,1.52,6.79,5.87,182.23,56100000000.0,1.1655489663581444,2.82,30.42,-0.013300000000000001,-0.0028186139051619152,-0.0202,-0.08070000000000001,-0.2207,0.031400000000000004,13.32,27.51,26.29,10.51,2.95,1,194.21,1954942
S&P Global Inc. Common Stock,SPGI,1474520,2.52,1.30,2470000000.0,6.01,1.58,6.66,7.94,117.07,33159999999.999996,1.1098640531141322,1.76,16.16,0.011000000000000001,-0.0031515915537346784,0.096,0.06709999999999999,-0.0015,0.5479999999999999,50.45,21.35,19.27,5.79,1.42,1,120.25,511394
"Stericycle, Inc.",SRCL,1027420,33.47,0,742640000.0,4.46,1.10,4.62,2.75,77.98,6580000000.0,1.131779935275081,2.11,28.13,-0.0022,-0.003996905621454383,-0.0075,-0.0179,-0.3998,0.0821,2.32,17.35,16.75,1.86,7.81,0,78.80,861333
Sempra Energy Common Stock,SRE,1020040,49.31,2.89,2830000000.0,4.82,1.69,5.11,5.39,102.31,25980000000.0,1.1135088058834912,3.48,19.26,-0.0054,-0.009489121058180672,0.0143,0.0015,-0.095,0.1164,2.12,21.53,20.31,2.61,5.03,1,103.61,326016
"SunTrust Banks, Inc. Common Sto",STI,3733240,45.56,1.80,0.00,3.84,0.97,4.33,3.60,56.46,29510000000.0,1.0011699816145747,3.43,16.68,0.0076,0.004027521396207323,0.0634,0.2187,-0.0045000000000000005,0.8681,1.31,15.64,13.87,3.59,3.26,1,49.27,3211214
State Street Corporation Common,STT,2203320,47.19,1.95,0.00,5.79,1.54,6.51,4.97,79.14,31280000000.0,1.0478404502630612,1.84,16.48,0.005600000000000001,0.0034376918354819264,0.035,0.10369999999999999,-0.0189,0.6188,1.73,14.15,12.58,3.05,2.31,1,74.22,1792953
Seagate Technology PLC,STX,5039080,5.16,5.42,1710000000.0,4.49,1.07,4.55,1.71,41.46,14210000000.0,0.9505528896307115,0.60,28.09,0.0063,0.0016718913270636904,0.1613,0.2902,-0.0078000000000000005,1.614,9.27,10.72,10.58,1.29,5.52,0,37.32,5004179
"Constellation Brands, Inc. Comm",STZ,1990460,35.26,1.03,2400000000.0,6.65,1.88,7.52,6.46,151.66,30630000000.0,1.1316872427983538,1.33,24.17,0.0021,-0.002373468471357887,0.03,-0.0184,-0.0999,0.1381,4.42,23.49,20.77,4.22,2.19,1,159.14,941395
"Stanley Black & Decker, Inc. Co",SWK,929202,43.17,1.84,1850000000.0,6.95,1.91,7.58,6.51,120.89,18640000000.0,1.063902594302085,1.76,19.46,0.0073,-0.0010334684792114857,0.0482,0.0501,-0.016,0.3933,2.91,18.23,16.72,1.62,2.39,1,120.66,591362
